Year,Date,Column1,Library Code,as_library_code,Catalog Title,Call Number,as_call_number_category,Circulation,Item Category
2023,8/17/2023,,LA,Lacey,Checkout Washington! Adventure Pack,KIT CHECKOUT WASHINGTON PACK,Checkout WA Pack ,1,B-WA
2023,8/17/2023,,IL,Ilwaco,Columbia River Maritime Museum Passes /,MUSEUM-PASS #02,Museum Pass,1,POLICY NOT FOUND
2023,8/17/2023,,MC,McCleary,Explore your forest! backpack,KIT EXPLORE-YOUR FOREST BACKPACK,Nature Backpack,1,B-HIKING
2023,8/17/2023,,WI,Winlock,Explore your forest! backpack,KIT-J EXPLORE-YOUR FOREST BACKPACK,Nature Backpack,1,B-HIKING
2023,8/17/2023,,TU,Tumwater,Fishing Rod and Tackle Box,KIT TRL_449 FISHING ROD&TACKLE #3-TU,Fishing Kit,1,K-FISHING
2023,8/17/2023,,TU,Tumwater,Guitalele,INSTRUMENT GUITALELE +BAG,Musical Instrument,1,K-INSTRUM
2023,8/17/2023,,AB,Aberdeen,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY ABERDEEN #02,iPad,1,I-LUO
2023,8/17/2023,,CH,Chehalis,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY CHEHALIS #04,iPad,1,I-LUO
2023,8/17/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #04,iPad,1,I-LUO
2023,8/17/2023,,WO,West Olympia,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY WEST-OLYMPIA #04,iPad,1,I-LUO
2023,8/17/2023,,SH,Shelton,Measurement Backpack.,KIT EARLY-MATH MEASUREMENT-#03 BACKPACK,Math Backpack,1,B-EMATH
2023,8/17/2023,,SH,Shelton,Patterns Backpack.,KIT EARLY-MATH PATTERNS-#03 BACKPACK,Math Backpack,1,B-EMATH
2023,8/17/2023,,TU,Tumwater,Sleigh bells,INSTRUMENT SLEIGH-BELLS,Musical Instrument,1,K-INSTRUM
2023,8/18/2023,,CH,Chehalis,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,8/18/2023,,CH,Chehalis,Checkout Washington Discover Passes,CKOWA-PASS #09,Checkout WA Discover Passes,1,POLICY NOT FOUND
2023,8/18/2023,,HO,Hoquiam,Checkout Washington Discover Passes,CKOWA-PASS #14,Checkout WA Discover Passes,1,POLICY NOT FOUND
2023,8/18/2023,,IL,Ilwaco,Environmental Education backpack,KIT ENVIRONMENT BACKPACK,Nature Backpack,1,B-ENVIR
2023,8/18/2023,,OP,Ocean Park,Environmental Education backpack,KIT ENVIRONMENT BACKPACK,Nature Backpack,1,B-ENVIR
2023,8/18/2023,,WI,Winlock,Explore your forest! backpack,KIT-J EXPLORE-YOUR FOREST BACKPACK,Nature Backpack,1,B-HIKING
2023,8/18/2023,,NA,Naselle,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY NASELLE #02,iPad,1,I-LUO
2023,8/18/2023,,OL,Olympia,Light therapy lamp,LIGHTTHERAPY KIT #2 OLYMPIA,Light Therapy Kit,1,K-LIGHTBOX
2023,8/19/2023,,CE,Centralia,Checkout Washington! Adventure Pack,KIT CHECKOUT WASHINGTON PACK,Checkout WA Pack ,1,B-WA
2023,8/19/2023,,AM,Amanda Park,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY AMANDA-PARK #01,iPad,1,I-LUO
2023,8/19/2023,,AM,Amanda Park,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY AMANDA-PARK #02,iPad,1,I-LUO
2023,8/19/2023,,SH,Shelton,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY SHELTON #02,iPad,1,I-LUO
2023,8/19/2023,,OP,Ocean Park,Swivel Seat,KIT SWIVEL SEAT #4,Medical Device,1,K-WATAP
2023,8/21/2023,,OL,Olympia,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,8/21/2023,,TU,Tumwater,"Dulcimer, with soft case",INSTRUMENT DULCIMER +CASE,Musical Instrument,1,K-INSTRUM
2023,8/21/2023,,OL,Olympia,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY OLYMPIA #01,iPad,1,I-LUO
2023,8/21/2023,,WO,West Olympia,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY WEST-OLYMPIA #01,iPad,1,I-LUO
2023,8/21/2023,,WO,West Olympia,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY WEST-OLYMPIA #02,iPad,1,I-LUO
2023,8/21/2023,,WO,West Olympia,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY WEST-OLYMPIA #03,iPad,1,I-LUO
2023,8/21/2023,,WO,West Olympia,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY WEST-OLYMPIA #04,iPad,2,I-LUO
2023,8/21/2023,,WO,West Olympia,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY WEST-OLYMPIA #05,iPad,1,I-LUO
2023,8/21/2023,,TU,Tumwater,Tambourine,INSTRUMENT TAMBOURINE,Musical Instrument,2,K-INSTRUM
2023,8/21/2023,,TU,Tumwater,"Tambourine, round",INSTRUMENT TAMBOURINE,Musical Instrument,2,K-INSTRUM
2023,8/22/2023,,YE,Yelm,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,8/22/2023,,WO,West Olympia,Checkout Washington! Adventure Pack,KIT CHECKOUT WASHINGTON PACK,Checkout WA Pack ,1,B-WA
2023,8/22/2023,,AB,Aberdeen,Code & Go Robot Mouse Activity Kit,KIT CODE-AND-GO #1 2020,Robot Kit,1,K-STEM
2023,8/22/2023,,HA,Hawks Prairie,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY HAWKS-PRAIRIE #04,iPad,1,I-LUO
2023,8/22/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #05,iPad,1,I-LUO
2023,8/23/2023,,HO,Hoquiam,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,2,B-BIRDING
2023,8/23/2023,,TE,Tenino,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,8/23/2023,,NM,North Mason,Checkout Washington Discover Passes,CKOWA-PASS #06,Checkout WA Discover Passes,1,POLICY NOT FOUND
2023,8/23/2023,,CE,Centralia,Checkout Washington Discover Passes,CKOWA-PASS #12,Checkout WA Discover Passes,1,POLICY NOT FOUND
2023,8/23/2023,,OL,Olympia,Checkout Washington Discover Passes,CKOWA-PASS #13,Checkout WA Discover Passes,1,POLICY NOT FOUND
2023,8/23/2023,,NA,Naselle,Columbia River Maritime Museum Passes /,MUSEUM-PASS #01,Museum Pass,1,POLICY NOT FOUND
2023,8/24/2023,,TU,Tumwater,Checkout Washington Discover Passes,CKOWA-PASS #03,Checkout WA Discover Passes,1,POLICY NOT FOUND
2023,8/24/2023,,TU,Tumwater,Checkout Washington! Adventure Pack,KIT CHECKOUT WASHINGTON PACK,Checkout WA Pack ,1,B-WA
2023,8/24/2023,,TU,Tumwater,Explore your forest! backpack,KIT-J EXPLORE-YOUR FOREST BACKPACK,Nature Backpack,1,B-HIKING
2023,8/24/2023,,AB,Aberdeen,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY ABERDEEN #02,iPad,1,I-LUO
2023,8/24/2023,,AB,Aberdeen,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY ABERDEEN #04,iPad,1,I-LUO
2023,8/24/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #03,iPad,1,I-LUO
2023,8/24/2023,,TU,Tumwater,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY TUMWATER #04,iPad,1,I-LUO
2023,8/25/2023,,YE,Yelm,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,8/25/2023,,OL,Olympia,Checkout Washington! Adventure Pack,KIT CHECKOUT WASHINGTON PACK,Checkout WA Pack ,1,B-WA
2023,8/25/2023,,OP,Ocean Park,Columbia River Maritime Museum Passes /,MUSEUM-PASS #02,Museum Pass,1,POLICY NOT FOUND
2023,8/25/2023,,TU,Tumwater,Counting Backpack.,KIT EARLY-MATH COUNTING-#02 BACKPACK,Math Backpack,1,B-EMATH
2023,8/25/2023,,CH,Chehalis,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY CHEHALIS #04,iPad,1,I-LUO
2023,8/25/2023,,TU,Tumwater,Maracas,INSTRUMENT MARACAS,Musical Instrument,1,K-INSTRUM
2023,8/25/2023,,TU,Tumwater,Violin,INSTRUMENT VIOLIN+CASE,Musical Instrument,1,K-INSTRUM
2023,8/26/2023,,TU,Tumwater,Checkout Washington Discover Passes,CKOWA-PASS #07,Checkout WA Discover Passes,1,POLICY NOT FOUND
2023,8/26/2023,,HA,Hawks Prairie,Fishing Rod and Tackle Box,KIT TRL_800 FISHING ROD&TACKLE #5-LA,Fishing Kit,1,K-FISHING
2023,8/26/2023,,AB,Aberdeen,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY ABERDEEN #01,iPad,1,I-LUO
2023,8/26/2023,,AB,Aberdeen,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY ABERDEEN #04,iPad,1,I-LUO
2023,8/26/2023,,TU,Tumwater,Light therapy lamp,LIGHTTHERAPY KIT,Light Therapy Kit,1,K-LIGHTBOX
2023,8/27/2023,,SH,Shelton,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY SHELTON #05,iPad,1,I-LUO
2023,8/28/2023,,CE,Centralia,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,8/28/2023,,LA,Lacey,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,8/28/2023,,NA,Naselle,Columbia River Maritime Museum Passes /,MUSEUM-PASS #02,Museum Pass,1,POLICY NOT FOUND
2023,8/28/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #05,iPad,1,I-LUO
2023,8/28/2023,,SH,Shelton,Measurement Backpack.,KIT EARLY-MATH MEASUREMENT-#03 BACKPACK,Math Backpack,1,B-EMATH
2023,8/29/2023,,OP,Ocean Park,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,8/29/2023,,TU,Tumwater,Cajon,INSTRUMENT CAJON,Musical Instrument,1,K-INSTRUM
2023,8/29/2023,,CH,Chehalis,Checkout Washington Discover Passes,CKOWA-PASS #16,Checkout WA Discover Passes,1,POLICY NOT FOUND
2023,8/29/2023,,OP,Ocean Park,Columbia River Maritime Museum Passes /,MUSEUM-PASS #01,Museum Pass,1,POLICY NOT FOUND
2023,8/29/2023,,LA,Lacey,Discover Plankton! Lendable Kit,KIT DISCOVER PLANKTON!,Plankton Kit,1,K-PLANKTON
2023,8/29/2023,,TU,Tumwater,Discover Plankton! Lendable Kit,KIT DISCOVER PLANKTON!,Plankton Kit,1,K-PLANKTON
2023,8/29/2023,,TU,Tumwater,Fishing Rod and Tackle Box,KIT TRL_078 FISHING ROD&TACKLE #5-TU,Fishing Kit,1,K-FISHING
2023,8/29/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #01,iPad,1,I-LUO
2023,8/29/2023,,SH,Shelton,Patterns Backpack.,KIT EARLY-MATH PATTERNS-#03 BACKPACK,Math Backpack,1,B-EMATH
2023,8/29/2023,,LA,Lacey,The vanishing half [Book Club Kit] /,BCK VANISHING-HALF,Book Club Kit ,1,K-BCK
2023,8/30/2023,,LA,Lacey,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,8/30/2023,,TU,Tumwater,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,8/30/2023,,SH,Shelton,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY SHELTON #03,iPad,1,I-LUO
2023,8/30/2023,,CH,Chehalis,Kids' iPad for Library Use Only,KIDS'-IPAD LIBRARY-USE-ONLY CHEHALIS #02,iPad,1,POLICY NOT FOUND
2023,8/30/2023,,SH,Shelton,Light therapy lamp,LIGHTTHERAPY KIT #3 SHELTON,Light Therapy Kit,1,K-LIGHTBOX
2023,8/30/2023,,LA,Lacey,The four winds [Book Club Kit] /,BCK FOUR-WINDS,Book Club Kit ,1,K-BCK
2023,8/31/2023,,IL,Ilwaco,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,8/31/2023,,TU,Tumwater,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,8/31/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #04,iPad,1,I-LUO
2023,8/31/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #05,iPad,1,I-LUO
2023,8/31/2023,,CH,Chehalis,Kids' iPad for Library Use Only,KIDS'-IPAD LIBRARY-USE-ONLY CHEHALIS #02,iPad,1,POLICY NOT FOUND
2023,8/31/2023,,TU,Tumwater,"Ukulele KA-B (Baritone), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,8/31/2023,,TU,Tumwater,"Ukulele MK-C (Concert), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,8/31/2023,,TU,Tumwater,"Ukulele MK-S, with case, booklet, tuner",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,8/31/2023,,TU,Tumwater,"Ukulele, with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,9/1/2023,,YE,Yelm,Addition and Subtraction Backpack.,KIT EARLY-MATH ADD/SUBTRACT-#02 BACKPACK,Math Backpack,1,B-EMATH
2023,9/1/2023,,HO,Hoquiam,Checkout Washington Discover Passes,CKOWA-PASS #04,Checkout WA Discover Passes,1,POLICY NOT FOUND
2023,9/1/2023,,HA,Hawks Prairie,Checkout Washington! Adventure Pack,KIT CHECKOUT WASHINGTON PACK,Checkout WA Pack ,1,B-WA
2023,9/1/2023,,OP,Ocean Park,Columbia River Maritime Museum Passes /,MUSEUM-PASS #01,Museum Pass,1,POLICY NOT FOUND
2023,9/1/2023,,TU,Tumwater,Explore your forest! backpack,KIT EXPLORE-YOUR FOREST BACKPACK,Nature Backpack,1,B-HIKING
2023,9/1/2023,,LA,Lacey,Fishing Rod and Tackle Box,KIT TRL_800 FISHING ROD&TACKLE #5-LA,Fishing Kit,1,K-FISHING
2023,9/1/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #02,iPad,1,I-LUO
2023,9/1/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #05,iPad,1,I-LUO
2023,9/1/2023,,CH,Chehalis,Kids' iPad for Library Use Only,KIDS'-IPAD LIBRARY-USE-ONLY CHEHALIS #02,iPad,1,POLICY NOT FOUND
2023,9/1/2023,,MO,Unknown,Silicone Baking Molds: Doughnut Set [realia],KIT KITCHEN-TOOL SILICONE-MOLD DOUGHNUT,Kitchen Kit,1,K-KITCHEN
2023,9/2/2023,,OL,Olympia,Checkout Washington Discover Passes,CKOWA-PASS #08,Checkout WA Discover Passes,1,POLICY NOT FOUND
2023,9/2/2023,,AB,Aberdeen,Wonder Workshop Dot and Dash Robots Kit,KIT DOT-&-DASH #4 2020,Robot Kit,1,K-STEM
2023,9/5/2023,,LA,Lacey,Checkout Washington Discover Passes,CKOWA-PASS #01,Checkout WA Discover Passes,1,POLICY NOT FOUND
2023,9/5/2023,,OL,Olympia,Checkout Washington Discover Passes,CKOWA-PASS #10,Checkout WA Discover Passes,1,POLICY NOT FOUND
2023,9/5/2023,,SC,Unknown,Go Talk Pocket,KIT WATAP COMMUNICATION #2,Accessibility Device,1,K-WATAP
2023,9/5/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #01,iPad,1,I-LUO
2023,9/5/2023,,TU,Tumwater,Keyboard,INSTRUMENT KEYBOARD +BAG,Musical Instrument,1,K-INSTRUM
2023,9/5/2023,,TU,Tumwater,"Ukulele KA-B (Baritone), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,3,K-INSTRUM
2023,9/5/2023,,TU,Tumwater,"Ukulele MK-C (Concert), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,3,K-INSTRUM
2023,9/5/2023,,TU,Tumwater,"Ukulele MK-S, with case, booklet, tuner",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,3,K-INSTRUM
2023,9/5/2023,,TU,Tumwater,"Ukulele, with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,3,K-INSTRUM
2023,9/6/2023,,WO,West Olympia,Checkout Washington Discover Passes,CKOWA-PASS #02,Checkout WA Discover Passes,1,POLICY NOT FOUND
2023,9/6/2023,,OL,Olympia,Light therapy lamp,LIGHTTHERAPY KIT,Light Therapy Kit,1,K-LIGHTBOX
2023,9/6/2023,,OL,Olympia,Shapes Backpack.,KIT EARLY-MATH SHAPES-#04 BACKPACK,Math Backpack,1,B-EMATH
2023,9/6/2023,,TU,Tumwater,"Ukulele KA-B (Baritone), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,9/6/2023,,TU,Tumwater,"Ukulele MK-C (Concert), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,9/6/2023,,TU,Tumwater,"Ukulele MK-S, with case, booklet, tuner",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,9/6/2023,,TU,Tumwater,"Ukulele, with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,9/7/2023,,WI,Winlock,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,9/7/2023,,TU,Tumwater,Bongos,INSTRUMENT BONGOS,Musical Instrument,1,K-INSTRUM
2023,9/7/2023,,TU,Tumwater,Checkout Washington Discover Passes,CKOWA-PASS #03,Checkout WA Discover Passes,1,POLICY NOT FOUND
2023,9/7/2023,,MO,Unknown,Checkout Washington Discover Passes,CKOWA-PASS #05,Checkout WA Discover Passes,1,POLICY NOT FOUND
2023,9/7/2023,,LA,Lacey,Checkout Washington Discover Passes,CKOWA-PASS #14,Checkout WA Discover Passes,1,POLICY NOT FOUND
2023,9/7/2023,,SA,Salkum,Checkout Washington! Adventure Pack,KIT CHECKOUT WASHINGTON PACK,Checkout WA Pack ,1,B-WA
2023,9/7/2023,,SB,South Bend,Checkout Washington! Adventure Pack,KIT CHECKOUT WASHINGTON PACK,Checkout WA Pack ,1,B-WA
2023,9/7/2023,,OL,Olympia,Discover Plankton! Lendable Kit,KIT DISCOVER PLANKTON!,Plankton Kit,2,K-PLANKTON
2023,9/7/2023,,TU,Tumwater,"Harp (19 strings), with soft case",INSTRUMENT HARP +CASE,Musical Instrument,1,K-INSTRUM
2023,9/7/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #03,iPad,1,I-LUO
2023,9/7/2023,,OL,Olympia,Stargazing Backpack,KIT STARGAZING BACKPACK,Stargazing Kit,1,B-STAR
2023,9/8/2023,,OL,Olympia,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,9/8/2023,,OL,Olympia,Checkout Washington Discover Passes,CKOWA-PASS #08,Checkout WA Discover Passes,1,POLICY NOT FOUND
2023,9/8/2023,,LA,Lacey,Checkout Washington Discover Passes,CKOWA-PASS #14,Checkout WA Discover Passes,1,POLICY NOT FOUND
2023,9/8/2023,,CH,Chehalis,Checkout Washington! Adventure Pack,KIT CHECKOUT WASHINGTON PACK,Checkout WA Pack ,1,B-WA
2023,9/8/2023,,OL,Olympia,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY OLYMPIA #01,iPad,1,I-LUO
2023,9/8/2023,,TU,Tumwater,"Kalimba (8-key), with soft case",INSTRUMENT KALIMBA +CASE,Musical Instrument,1,K-INSTRUM
2023,9/8/2023,,SH,Shelton,Light therapy lamp,LIGHTTHERAPY KIT,Light Therapy Kit,1,K-LIGHTBOX
2023,9/8/2023,,OL,Olympia,Stargazing Backpack,KIT STARGAZING BACKPACK,Stargazing Kit,1,B-STAR
2023,9/8/2023,,TU,Tumwater,"Ukulele KA-B (Baritone), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,9/8/2023,,TU,Tumwater,"Ukulele MK-C (Concert), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,9/8/2023,,TU,Tumwater,"Ukulele MK-S, with case, booklet, tuner",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,9/8/2023,,TU,Tumwater,"Ukulele, with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,9/9/2023,,LA,Lacey,Checkout Washington! Adventure Pack,KIT CHECKOUT WASHINGTON PACK,Checkout WA Pack ,1,B-WA
2023,9/9/2023,,SA,Salkum,Knit and Crochet Kit,KIT KNIT-AND-CROCHET,Craft Kit,1,K-KITS
2023,9/11/2023,,TU,Tumwater,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,9/11/2023,,SH,Shelton,Patterns Backpack.,KIT EARLY-MATH PATTERNS-#01 BACKPACK,Math Backpack,1,B-EMATH
2023,9/11/2023,,TU,Tumwater,"Ukulele KA-B (Baritone), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,9/11/2023,,TU,Tumwater,"Ukulele MK-C (Concert), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,9/11/2023,,TU,Tumwater,"Ukulele MK-S, with case, booklet, tuner",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,9/11/2023,,TU,Tumwater,"Ukulele, with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,9/12/2023,,TU,Tumwater,"Dulcimer, with soft case",INSTRUMENT DULCIMER +CASE,Musical Instrument,1,K-INSTRUM
2023,9/12/2023,,HO,Hoquiam,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY HOQUIAM #03,iPad,1,I-LUO
2023,9/12/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #02,iPad,1,I-LUO
2023,9/12/2023,,TU,Tumwater,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY TUMWATER #04,iPad,1,I-LUO
2023,9/12/2023,,TU,Tumwater,"Ukulele KA-B (Baritone), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,9/12/2023,,TU,Tumwater,"Ukulele MK-C (Concert), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,9/12/2023,,TU,Tumwater,"Ukulele MK-S, with case, booklet, tuner",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,9/12/2023,,TU,Tumwater,"Ukulele, with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,9/12/2023,,LA,Lacey,Verity [Book Club Kit] /,BCK VERITY,Book Club Kit ,1,K-BCK
2023,9/13/2023,,CH,Chehalis,Checkout Washington Discover Passes,CKOWA-PASS #06,Checkout WA Discover Passes,1,POLICY NOT FOUND
2023,9/13/2023,,OL,Olympia,Checkout Washington Discover Passes,CKOWA-PASS #13,Checkout WA Discover Passes,1,POLICY NOT FOUND
2023,9/13/2023,,WO,West Olympia,Checkout Washington! Adventure Pack,KIT CHECKOUT WASHINGTON PACK,Checkout WA Pack ,1,B-WA
2023,9/13/2023,,TU,Tumwater,Guitalele,INSTRUMENT GUITALELE +BAG,Musical Instrument,1,K-INSTRUM
2023,9/13/2023,,MO,Unknown,Silicone Baking Molds: Halloween Themed Set 01 [realia],KIT KITCHEN-TOOL SILICONE-MOLD HALLOWEEN,Kitchen Kit,1,K-KITCHEN
2023,9/13/2023,,MO,Unknown,Silicone Baking Molds: Halloween Themed Set 02 [realia],KIT KITCHEN-TOOL SILICONE-MOLD HALLOWEEN,Kitchen Kit,1,K-KITCHEN
2023,9/13/2023,,TU,Tumwater,Sleigh bells,INSTRUMENT SLEIGH-BELLS,Musical Instrument,1,K-INSTRUM
2023,9/13/2023,,PA,Packwood,Swivel Seat,KIT SWIVEL SEAT #1,Medical Device,1,K-WATAP
2023,9/14/2023,,YE,Yelm,Addition and Subtraction Backpack.,KIT EARLY-MATH ADD/SUBTRACT-#01 BACKPACK,Math Backpack,1,B-EMATH
2023,9/14/2023,,YE,Yelm,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,9/14/2023,,AB,Aberdeen,Checkout Washington Discover Passes,CKOWA-PASS #16,Checkout WA Discover Passes,1,POLICY NOT FOUND
2023,9/14/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #01,iPad,1,I-LUO
2023,9/14/2023,,WE,Westport,Measurement Backpack.,KIT EARLY-MATH MEASUREMENT-#01 BACKPACK,Math Backpack,1,B-EMATH
2023,9/14/2023,,WE,Westport,Measurement Backpack.,KIT EARLY-MATH MEASUREMENT-#02 BACKPACK,Math Backpack,1,B-EMATH
2023,9/14/2023,,WE,Westport,Measurement Backpack.,KIT EARLY-MATH MEASUREMENT-#03 BACKPACK,Math Backpack,1,B-EMATH
2023,9/14/2023,,WE,Westport,Shapes Backpack.,KIT EARLY-MATH SHAPES-#01 BACKPACK,Math Backpack,1,B-EMATH
2023,9/14/2023,,SH,Shelton,Shapes Backpack.,KIT EARLY-MATH SHAPES-#03 BACKPACK,Math Backpack,1,B-EMATH
2023,9/14/2023,,OL,Olympia,West with giraffes [Book Club Kit] : a novel /,BCK WEST-WITH-GIRAFF,Book Club Kit ,1,K-BCK
2023,9/15/2023,,YE,Yelm,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,2,B-BIRDING
2023,9/15/2023,,AB,Aberdeen,Checkout Washington Discover Passes,CKOWA-PASS #04,Checkout WA Discover Passes,1,POLICY NOT FOUND
2023,9/15/2023,,TU,Tumwater,Guiro Percussion Frog,INSTRUMENT FROG-GUIRO,Musical Instrument,1,K-INSTRUM
2023,9/15/2023,,EL,Elma,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY ELMA #01,iPad,1,I-LUO
2023,9/15/2023,,EL,Elma,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY ELMA #03,iPad,1,I-LUO
2023,9/15/2023,,TU,Tumwater,"Ukulele KA-B (Baritone), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,9/15/2023,,TU,Tumwater,"Ukulele MK-C (Concert), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,9/15/2023,,TU,Tumwater,"Ukulele MK-S, with case, booklet, tuner",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,9/15/2023,,TU,Tumwater,"Ukulele, with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,9/16/2023,,TU,Tumwater,Cajon,INSTRUMENT CAJON,Musical Instrument,1,K-INSTRUM
2023,9/16/2023,,LA,Lacey,Checkout Washington! Adventure Pack,KIT CHECKOUT WASHINGTON PACK,Checkout WA Pack ,1,B-WA
